cui,cui_name,class_type,hpo,hpo_name
C0003862,Arthralgia,Concept,HP:0002829,Arthralgia
C0160011,Closed traumatic dislocation of third cervical vertebra,Concept,,
C0160010,Closed traumatic dislocation of second cervical vertebra,Concept,,
C0003869,"Arthritis, Infectious",Concept,HP:0003095,Septic arthritis
C0032708,Disorders of Porphyrin Metabolism,Concept,,
C0730032,Pleural empyema with no fistula,Concept,,
C0018926,Hematemesis,Concept,HP:0002248,Hematemesis
C0018924,Hemarthrosis,Concept,HP:0005261,Joint hemorrhage
C0695232,"Late effects of cerebrovascular disease, other paralytic syndrome, bilateral",Concept,,
C0158707,Other specified anomalies of bladder and urethra,Concept,,
C0695236,Tracheostomy infection,Concept,,
C0695237,Malfunction of tracheostomy,Concept,,
C0695234,Other Staphylococcus pneumonia,Concept,,
C0695238,Other tracheostomy complication,Concept,,
C0695239,gastrostomy infection,Concept,,
C0158709,Certain congenital musculoskeletal deformities,Concept,,
C1384587,Lymphoid hyperplasia of appendix,Concept,,
C0232854,Slowing of urinary stream,Concept,,
C0013261,Duane Retraction Syndrome,Concept,HP:0009921,Duane anomaly
C0009592,Compression of brain,Concept,,
C0009595,Obsessive-Compulsive Personality,Concept,,
C1112781,Posterior subcapsular polar non-senile cataract,Concept,,
C0037619,Solitary cyst of breast,Concept,,
C0155257,Orbital periostitis,Concept,,
C0155256,Acute inflammation of orbit,Concept,,
C0158370,Other soft tissue disorders,Concept,,
C0155252,Other disorders of lacrimal system,Concept,,
C0242429,Sore Throat,Concept,,
C0085619,Orthopnea,Concept,HP:0012764,Orthopnea
C0039104,Synovitis and tenosynovitis,Concept,,
C2713001,Encounter for speech-language therapy,Concept,,
C0027339,Nail Diseases,Concept,,
C2363337,Encounter due to dependence on supplemental oxygen,Concept,,
C0266611,Accessory auricle of ear,Concept,HP:0100687,Polyotia
C0694548,Cough variant asthma,Concept,,
C0006742,Gallbladder calculus without mention of cholecystitis and no obstruction,Concept,,
C0267567,Anorectal abscess,Concept,,
C0475713,Perinatal pulmonary hemorrhage,Concept,,
C0221757,alpha 1-Antitrypsin Deficiency,Concept,,
C0702139,Congenital absence of external ear,Concept,HP:0009892,Anotia
C0261396,Accidental poisoning by bromine compounds,Concept,,
C0261465,Accidental poisoning by other and unspecified insecticides,Concept,,
C0154703,Monoplegia of upper limb,Concept,,
C0261392,Accidental poisoning by barbiturates,Concept,,
C0154706,Other specified paralytic syndromes,Concept,,
C0261391,Accidental poisoning by unspecified analgesic or antipyretic,Concept,,
C0154709,"Generalized convulsive epilepsy, without mention of intractable epilepsy",Concept,,
C0154253,,,,
C0154251,Lipid Metabolism Disorders,Concept,,
C0158950,Other infections specific to the perinatal period,Concept,,
C0158957,Adrenal hemorrhage of fetus or newborn,Concept,,
C0158956,Gastrointestinal hemorrhage of fetus or newborn,Concept,,
C0158959,Other specified hemorrhage of fetus or newborn,Concept,,
C0149518,Acute gastritis,Concept,,
C0149512,Acute sinusitis,Concept,HP:0000255,Acute sinusitis
C0149517,Chronic tonsillitis,Concept,,
C0149516,Chronic sinusitis,Concept,HP:0011109,Chronic sinusitis
C0149514,Acute bronchitis,Concept,HP:0012388,Acute bronchitis
C0595979,"Colitis, enteritis and gastroenteritis presumed infectious",Concept,,
C0159022,"Cerebral depression, coma, and other abnormal cerebral signs in fetus or newborn",Concept,,
C0159020,Convulsions in the newborn,Concept,,
C0159021,Other and unspecified cerebral irritability in newborn,Concept,,
C0159028,General symptom,Concept,,
C0026265,Diseases of mitral valve,Concept,,
C1321831,Encounter due to dependence on respirator,Concept,,
C0311394,Difficulty walking,Concept,HP:0002355,Difficulty walking
C0235880,Mononeuritis,Concept,,
C0021414,Influenza with respiratory manifestation other than pneumonia,Concept,,
C0259797,Dog Bite,Concept,,
C0259799,Punctate keratitis,Concept,,
C0239280,Epigastric abdominal tenderness,Concept,,
C0158202,"Stiffness of joint, NEC, involving ankle and foot in MTHICD9_2014",Concept,,
C0260939,Screening for other disorders of blood and blood-forming organs,Concept,,
C0260935,screening for iron deficiency anemia,Concept,,
C0260936,Screening for other and unspecified deficiency anemia,Concept,,
C0260930,Encounter due to cystic fibrosis screening,Concept,,
C0022680,Polycystic Kidney Diseases,Concept,HP:0000113,Polycystic kidney dysplasia
C0043144,Wheezing,Concept,HP:0030828,Wheezing
C0205929,Anal Fistula,Concept,HP:0010447,Anal fistula
C0158579,"Other congenital anomalies of eyelids, lacrimal system, and orbit",Concept,,
C0158577,Specified congenital anomalies of lacrimal passages,Concept,,
C0158576,Specified congenital anomalies of lacrimal gland,Concept,,
C0158575,Other specified congenital anomalies of eyelid,Concept,,
C0152966,Pneumococcal sepsis,Concept,,
C0152967,Septicemia due to anaerobes,Concept,,
C0152964,Streptococcal sepsis,Concept,,
C0152965,Staphylococcal bacteraemia,Concept,,
C0155175,Abscess of eyelid,Concept,,
C0342712,Disorder of branched-chain amino acid metabolism,Concept,,
C0270942,Myasthenic crisis,Concept,,
C1561868,Central sleep apnea in conditions classified elsewhere,Concept,,
C1561864,,,,
C1561866,Congenital central alveolar hypoventilation syndrome,Concept,,
C1561867,Sleep related hypoventilation/hypoxemia in conditions classifiable elsewhere,Concept,,
C1561861,Organic sleep apnea,Concept,,
C0009451,Communicating Hydrocephalus,Concept,HP:0001334,Communicating hydrocephalus
C0041785,Diffuse disease of connective tissue,Concept,,
C0041784,"Unspecified deformity of forearm, excluding fingers",Concept,,
C0041782,Deficiency anemias,Concept,,
C0003477,Separation Anxiety Disorder,Concept,,
C0435892,Closed fracture of lateral malleolus,Concept,,
C0152213,Intermittent monocular exotropia,Concept,,
C0435890,Closed fracture of medial malleolus,Concept,,
C0161008,Foreign body in nose,Concept,,
C0161003,Foreign body in conjunctival sac,Concept,,
C0161002,Corneal foreign body (disorder),Concept,,
C0161001,Foreign body on external eye,Concept,,
C0002871,Anemia,Concept,HP:0001903,Anemia
C0161007,Foreign body in auditory canal,Concept,,
C0002874,Aplastic Anemia,Concept,HP:0001915,Aplastic anemia
C0037859,Spermatocele,Concept,HP:0030424,Epididymal cyst
C0159620,Closed fracture of three ribs,Concept,,
C0159621,Closed fracture of four ribs,Concept,,
C0159626,Closed fracture of multiple ribs,Concept,,
C1541919,Mural cardiac aneurysm (disorder),Concept,,
C0375364,Other colostomy and enterostomy complication,Concept,,
C0153617,Malignant neoplasm of kidney and other and unspecified urinary organs,Concept,,
C0375360,Universal ulcerative (chronic) colitis,Concept,,
C0375363,Infection of colostomy or enterostomy,Concept,,
C0375362,Peritoneal adhesions (postoperative) (postinfection),Concept,,
C0161364,"Burn [any degree] involving 70-79 percent of body surface with third degree burn, 10-19%",Concept,,
C0028790,Cerebral artery occlusion,Concept,,
C0264133,Acquired flat foot,Concept,,
C0264132,Acquired musculoskeletal deformity,Concept,,
C0157280,"Cord around neck with compression, complicating labor and delivery, unspecified as to episode of care or not applicable",Concept,,
C0157725,Other specified pruritic conditions,Concept,,
C0017572,Gingival Recession,Concept,HP:0030816,Gingival recession
C0497406,Overweight,Concept,,
C1390180,"skin; hemorrhage, fetus or newborn",Concept,,
C0026850,Muscular Dystrophy,Concept,HP:0003560,Muscular dystrophy
C0155509,Labyrinthine fistula,Concept,,
C0158828,,,,
C0678189,"Hyperlipidemia, group A",Concept,,
C0399352,Developmental absence of tooth,Concept,HP:0000674,Anodontia
C0270089,Birth injury to scalp,Concept,,
C0040558,Toxoplasmosis,Concept,,
C0868783,Meningitis due to viruses NEC in ICD9CM_2014,Concept,,
C0154393,"Manic disorder, single episode, severe degree, specified as with psychotic behavior",Concept,,
C0154392,"Bipolar I disorder, single manic episode, severe, without mention of psychotic behavior",Concept,,
C0878718,"Low birth weight status, 500-999 grams",Concept,,
C0878719,"Low birth weight status, 1000-1499 grams",Concept,,
C0878716,"Low birth weight status, unspecified",Concept,,
C0878717,"Low birth weight status, less than 500 grams",Concept,,
C0878714,"Encounter due to other allergy, other than to medicinal agents",Concept,,
C0023316,Lens Subluxation,Concept,HP:0001132,Lens subluxation
C0878713,Encounter due to allergy to radiographic dye,Concept,,
C0878710,Encounter due to allergy to milk products,Concept,,
C0878711,Encounter due to allergy to other foods,Concept,,
C0260709,Other urinary problems,Concept,,
C0265554,Ectrodactyly,Concept,HP:0100257,Ectrodactyly
C0260703,machine dependence,Concept,,
C0260706,Encounter due to mechanical and motor problems with internal organs,Concept,,
C0260707,Other cardiorespiratory problems,Concept,,
C0265553,Polysyndactyly,Concept,,
C0261077,Motor vehicle traffic accident involving collision with pedestrian injuring pedestrian,Concept,,
C0155624,Unspecified renovascular hypertension,Concept,,
C0155626,Acute myocardial infarction,Concept,,
C0155622,Other benign secondary hypertension,Concept,,
C0477810,"Complication following abortion and ectopic and molar pregnancy, unspecified",Concept,,
C0478071,"Other congenital malformations of lower limb(s), including pelvic girdle",Concept,,
C0151699,Intracranial Hemorrhages,Concept,HP:0002170,Intracranial hemorrhage
C0014065,Congenital cerebral hernia,Concept,HP:0002084,Encephalocele
C0424605,Developmental delay (disorder),Concept,,
C0154930,Primary cyst of pars plana,Concept,,
C0154937,Recession of chamber angle,Concept,,
C0154935,Adhesions and disruptions of pupillary membranes,Concept,,
C0011168,Deglutition Disorders,Concept,HP:0002015,Dysphagia
C0041970,Urethral fistula,Concept,HP:0010480,Urethral fistula
C0041976,Urethritis,Concept,,
C0277538,Other ill-defined conditions,Concept,,
C0041974,Urethral Stricture,Concept,HP:0012227,Urethral stricture
C0041207,"Truncus Arteriosus, Persistent",Concept,,
C0546826,Dermatophytosis of the body,Concept,,
C0158327,Synovitis and tenosynovitis in diseases classified elsewhere,Concept,,
C0154622,Other emotional disturbances of childhood or adolescence,Concept,,
C0001339,Acute pancreatitis,Concept,HP:0001735,Acute pancreatitis
C3161382,Other specified intellectual disabilities,Concept,,
C0411063,Spine or spinal cord injury due to birth trauma,Concept,,
C0260880,Unspecified examination,Concept,,
C0157918,Monarticular juvenile rheumatoid arthritis,Concept,,
C0260883,Screening examination for smallpox in ICD9CM,Concept,,
C0157911,Other general diseases with articular involvement,Concept,,
C0157916,Acute polyarticular juvenile rheumatoid arthritis,Concept,,
C0157917,Pauciarticular juvenile rheumatoid arthritis,Concept,,
C0276333,Parainfluenza virus pneumonia,Concept,,
C0008354,Cholera,Concept,,
C0001485,Adenovirus infection in conditions classified elsewhere and of unspecified site,Concept,,
C0157705,Acute lymphadenitis,Concept,,
C0157704,Cellulitis and abscess of other specified sites,Concept,,
C0157701,Cellulitis and abscess of buttock,Concept,,
C0157702,"Cellulitis and abscess of leg, except foot",Concept,,
C0152573,Tuberculosis of bronchus,Concept,,
C0153114,Unspecified viral infection in conditions classified elsewhere and of unspecified site,Concept,,
C0153115,Rhinovirus infection in conditions classified elsewhere and of unspecified site,Concept,,
C0153117,Tick-borne rickettsiosis,Concept,,
C0153111,Other diseases due to viruses and chlamydiae,Concept,,
C0476707,Encounter for health supervision and care of foundling,Concept,,
C0476706,Acquired absence of genital organ(s),Concept,,
C0476705,Encounter due to acquired absence of kidney,Concept,,
C0026034,Microstomia,Concept,HP:0000160,Narrow mouth
C0000827,"Abrasion or friction burn of other, multiple, and unspecified sites, without mention of infection",Concept,,
C0478453,Poisoning by other and unspecified respiratory drugs,Concept,,
C0343653,Other specified diseases due to Coxsackie virus,Concept,,
C0496621,Need for immunization against yellow fever,Concept,,
C0033677,Protein-Energy Malnutrition,Concept,,
C0032811,Encounter due to postsurgical aortocoronary bypass status,Concept,,
C0158494,Other acquired calcaneus deformity,Concept,,
C0158497,Adolescent postural kyphosis,Concept,,
C0158490,Acquired equinus deformity of foot,Concept,,
C0158493,Acquired cavovarus deformity of foot,Concept,,
C0155331,Alternating exotropia with A pattern,Concept,,
C0160522,Open wound of jaw with complication,Concept,,
C0160521,Open wound of lip with complication,Concept,,
C0160520,Open wound of forehead with complication,Concept,,
C0085222,Psoas Abscess,Concept,,
C0263814,Recurrent dislocation of upper arm joint,Concept,,
C0362085,Encounter due to diagnostic skin or sensitization test,Concept,,
C0155334,Other and unspecified heterotropia,Concept,,
C0158728,Other congenital valgus deformities of feet,Concept,,
C0158729,Other congenital deformities of feet,Concept,,
C0274220,Contusion of buttock,Concept,,
C0158722,Congenital talipes varus,Concept,,
C0158720,Congenital bowing of tibia and/or fibula,Concept,,
C0158726,Congenital valgus deformity of foot,Concept,,
C0158725,Other congenital varus deformities of feet,Concept,,
C0158259,Schmorl's nodes of thoracic region,Concept,,
C0151844,Perforated corneal ulcer,Concept,,
C0263723,Arthropathy associated with non-infective gastrointestinal disorder,Concept,,
C0263724,Arthropathy associated with a hematological disorder,Concept,,
C0263726,Arthropathy associated with dermatological disorder,Concept,,
C0412873,Poisoning by cardiac rhythm regulator,Concept,,
C0260398,Need for desensitization to allergens,Concept,,
C0085584,Encephalopathies,Concept,HP:0001298,Encephalopathy
C0085580,Essential Hypertension,Concept,,
C0260390,"Need for prophylactic vaccination and inoculation against diphtheria-tetanus-pertussis, combined [DTP] [DTaP]",Concept,,
C0260392,Need for prophylactic vaccination and inoculation against diptheria-tetanus- pertussis with poliomyelitis [DTP + polio],Concept,,
C0260395,Unspecified combined vaccine,Concept,,
C0260394,Need for prophylactic vaccination and inoculation against other combinations of diseases,Concept,,
C0271761,Non-toxic multinodular goiter,Concept,,
C2745960,Neonatal obstruction of nasolacrimal duct,Concept,,
C0037947,Spinal stenosis other than cervical,Concept,,
C0037944,Spinal Stenosis,Concept,,
C0085639,Falls,Concept,HP:0002527,Falls
C0023787,Lipodystrophy,Concept,HP:0009125,Lipodystrophy
C0409219,"Other specified arthropathy, pelvic region and thigh",Concept,,
