cui,cui_name,curated_name,hpo,hpo_name,hpo_prob
C0158538,Other congenital anomalies of nervous system, congenital anomalies of nervous system,,,1.0
C1561822,Asphyxia and hypoxemia,asphyxia and hypoxemia,HP:0012768,Neonatal asphyxia,0.8873217105865479
C1561826,Overweight and obesity,overweight and obesity,HP:0001513,Obesity,0.9104619026184082
C1561827,"Overweight, obesity and other hyperalimentation (E65-E68)","overweight, obesity and  hyperalimentation (e65-e68)",,,1.0
C1561828,Anemia in chronic kidney disease,anemia in chronic kidney disease,HP:0012622,Chronic kidney disease,0.8484441637992859
C0029512,Other and unspecified noninfectious gastroenteritis and colitis,gastrointestinal inflammation,HP:0004386,Gastrointestinal inflammation,0.9983325600624084
C0029513,Other and unspecified ovarian cysts, and  ovarian cysts,HP:0000138,Ovarian cyst,0.9649762511253357
C0029510,Other and unspecified manifestations of thiamine deficiency, and  manifestations of thiamine deficiency,HP:0001939,Abnormality of metabolism/homeostasis,0.8105848431587219
C0029511,Other and unspecified mycoses, and  mycoses,HP:0012649,Increased inflammatory response,0.6347407698631287
C0029516,Other and unspecified reactive psychosis, and  reactive psychosis,HP:0000708,Behavioral abnormality,0.7608720064163208
C0029514,Other and unspecified pityriasis, and  pityriasis,,,1.0
C0029515,Other and unspecified postsurgical nonabsorption, and  postsurgical nonabsorption,,,1.0
C0018889,Helminthiasis,helminthiasis,,,1.0
C0432162,Congenital spondylolysis of lumbosacral region,congenital spondylolysis of lumbosacral region,HP:0000925,Abnormality of the vertebral column,0.5381270051002502
C0700639,"Pyloric Stenosis, Hypertrophic","pyloric stenosis, hypertrophic",HP:0002021,Pyloric stenosis,0.9511998891830444
C0489969,"Unspecified disorder of joint, other specified sites"," disorder of joint,  specified sites",,,1.0
C0489967,Low compliance bladder,low compliance bladder,HP:0000009,Functional abnormality of the bladder,0.6122547388076782
C0027609,Neonatal Abstinence Syndrome,neonatal abstinence syndrome,,,1.0
C0489962,"Duodenal ulcer, unspecified as acute or chronic, without hemorrhage or perforation, without mention of obstruction","duodenal ulcer,  as acute or chronic, ",HP:0002242,Abnormality of the intestine,0.727508544921875
C0003615,Appendicitis,appendicitis,HP:0002242,Abnormality of the intestine,0.8423020243644714
C0268790,Renal vascular disorder,renal vascular disorder,HP:0012211,Abnormal renal physiology,0.5556439161300659
C0375326,Pneumonia due to other streptococci,pneumonia due to  streptococci,HP:0005366,Recurrent streptococcus pneumoniae infections,0.7524883151054382
C0236816,"Stress Disorders, Traumatic, Acute","stress disorders, traumatic, acute",,,1.0
C0869292,"Other diseases of trachea and bronchus, NEC in ICD9CM"," diseases of trachea and bronchus,",HP:0002778,Abnormality of the trachea,0.9836452007293701
C0009946,Conversion disorder,conversion disorder,,,1.0
C0159378,"Other closed skull fracture with other and unspecified intracranial hemorrhage, unspecified state of unconsciousness", closed skull fracture ,HP:0000929,Abnormality of the skull,0.5243235230445862
C0017536,Giardiasis,giardiasis,HP:0100279,Ulcerative colitis,0.8076569437980652
C0375224,Monoplegia of lower limb affecting unspecified side,monoplegia of lower limb affecting  side,,,1.0
C0375225,Monoplegia of lower limb affecting dominant side,monoplegia of lower limb affecting dominant side,,,1.0
C0375220,"Hemiplegia, unspecified, affecting nondominant side","hemiplegia, , affecting nondominant side",HP:0012638,Abnormality of nervous system physiology,0.7099807262420654
C0375221,Quadriplegia with quadriparesis,quadriplegia ,HP:0002445,Tetraplegia,0.9961872696876526
C0375223,Other quadriplegia, quadriplegia,HP:0002445,Tetraplegia,0.9961872696876526
C1561640,"Chronic kidney disease, stage 3 (moderate)","chronic kidney disease, stage 3 (moderate)",,,1.0
C1561641,"Chronic kidney disease, stage 4 (severe)","chronic kidney disease, stage 4 (severe)",,,1.0
C1561642,"Chronic kidney disease, Stage V","chronic kidney disease, stage v",HP:0012622,Chronic kidney disease,0.7641048431396484
C1561643,Chronic Kidney Diseases,,HP:0012622,Chronic kidney disease,1.0
C0016952,Galactosemias,,HP:0004919,Galactose intolerance,1.0
C0026893,"Myalgia and myositis, unspecified","myalgia and myositis, ",HP:0003326,Myalgia,0.9467835426330566
C0026896,Myasthenia Gravis,myasthenia gravis,HP:0003473,Fatigable weakness,0.9987254738807678
C0026897,Myasthenic syndrome due to another disorder,myasthenic syndrome due to an disorder,HP:0003473,Fatigable weakness,0.7366737723350525
C0333297,Chronic ulcer,chronic ulcer,HP:0006280,Chronic pancreatitis,0.9039642214775085
C1253936,Hydrarthrosis,hydrarthrosis,HP:0001367,Abnormal joint morphology,0.9941757917404175
C0040517,Gilles de la Tourette syndrome,gilles de la tourette syndrome,,,1.0
C0406047,Local infection skin/subcut tissue NOS,local infection skin/subcut tissue nos,,,1.0
C0840927,Neurologic neglect syndrome,abnormality of the nervous system,HP:0000707,Abnormality of the nervous system,0.9927459359169006
C0700345,"Candidiasis, Vulvovaginal","candidiasis, vulvovaginal",HP:0012204,Recurrent vulvovaginal candidiasis,0.986115574836731
C0020807,Idiopathic pulmonary hemosiderosis, pulmonary hemosiderosis,HP:0002088,Abnormality of the lung,0.6647205948829651
C0744667,sensorineural hearing loss unilateral,sensorineural hearing loss unilateral,HP:0008619,Bilateral sensorineural hearing impairment,0.5735596418380737
C0010308,Congenital Hypothyroidism,,HP:0000851,Congenital hypothyroidism,1.0
C3161434,Other pneumothorax and air leak, pneumothorax and air leak,,,1.0
C1963664,Joint contracture of the ankle and foot,joint contracture of the ankle and foot,HP:0006466,Ankle contracture,0.9925352334976196
C0155913,Other specified alveolar and parietoalveolar pneumonopathies, specified alveolar and parietoalveolar pneumonopathies,HP:0012252,Abnormal respiratory system morphology,0.5400494933128357
C0155910,Pulmonary congestion and hypostasis,pulmonary congestion and hypostasis,,,1.0
C0478100,Other deletions from the autosomes, deletions from the autosomes,,,1.0
C0155914,Unspecified alveolar and parietoalveolar pneumonopathy, alveolar and parietoalveolar pneumonopathy,HP:0012252,Abnormal respiratory system morphology,0.7271592020988464
C0158296,Other disorder of coccyx, disorder of coccyx,HP:0008519,Abnormality of the coccyx,0.5552959442138672
C0158297,Other symptoms referable to back, symptoms referable to back,,,1.0
C0155919,Acute pulmonary edema,acute pulmonary edema,HP:0100598,Pulmonary edema,0.9807970523834229
C0158292,Disorder of sacrum,disorder of sacrum,HP:0005107,Abnormality of the sacrum,0.5893775224685669
C0158291,"Thoracic or lumbosacral neuritis or radiculitis, unspecified","thoracic or lumbosacral neuritis or radiculitis, ",HP:0002143,Abnormality of the spinal cord,0.6799923777580261
C0686586,Acute leukemia in remission,acute leukemia in remission,HP:0004808,Acute myeloid leukemia,0.522847592830658
C0424641,Decrease in height,decrease in height,HP:0000098,Tall stature,0.6483933925628662
C0038017,Congenital spondylolisthesis,congenital spondylolisthesis,HP:0003302,Spondylolisthesis,0.9176161289215088
C0152207,Alternating Exotropia,alternating exotropia,HP:0001137,Alternating esotropia,0.9109078049659729
C0152206,Monocular Exotropia,monocular exotropia,HP:0000577,Exotropia,0.7198780179023743
C0155005,Other visual distortions and entoptic phenomena, visual distortions and entoptic phenomena,,,1.0
C0155006,Psychophysical visual disturbance,psychophysical visual disturbance,,,1.0
C0155000,Transient refractive change,transient refractive change,,,1.0
C0155001,Subjective visual disturbance,subjective visual disturbance,,,1.0
C0155003,"Blindness, Transient","blindness, transient",HP:0000618,Blindness,0.8655170202255249
C0159963,Closed posterior dislocation of hip,closed posterior dislocation of hip,HP:0002827,Hip dislocation,0.9906250238418579
C2939144,Developmental odontogenic cyst,developmental odontogenic cyst,HP:0000163,Abnormality of the oral cavity,0.8349482417106628
C0155435,Other disorders of Eustachian tube, disorders of eustachian tube,HP:0040115,Abnormality of the Eustachian tube,0.9828875660896301
C0273478,Injury of blood vessels of lower extremity,injury of blood vessels of lower extremity,,,1.0
C0156299,Encysted hydrocele,encysted hydrocele,,,1.0
C0400832,Ulcer of anus and rectum,ulcer of anus and rectum,,,1.0
C0039494,Temporomandibular Joint Disorders,temporomandibular joint disorders,HP:0010754,Abnormality of the temporomandibular joint,0.7198615074157715
C0155295,Partial optic atrophy, optic atrophy,HP:0000648,Optic atrophy,0.9968908429145813
C1456254,incompetence or weakening of rectovaginal tissue,incompetence or weakening of rectovaginal tissue,HP:0000143,Rectovaginal fistula,0.5866233706474304
C2712977,Acute kidney failure with lesion of tubular necrosis,acute kidney failure ,HP:0001919,Acute kidney injury,0.9984495639801025
C0157741,Idiopathic urticaria, urticaria,HP:0001025,Urticaria,0.9966553449630737
C0157740,Chronic ulcer of other specified sites,chronic ulcer of  specified sites,,,1.0
C0157742,Urticaria due to cold and heat,urticaria due to cold and heat,HP:0001025,Urticaria,0.6534183025360107
C1260417,Ulcer of esophagus without bleeding,ulcer of esophagus ,HP:0100580,Barrett esophagus,0.8825880885124207
C1260414,Other iatrogenic hypotension, iatrogenic hypotension,HP:0002615,Hypotension,0.9346568584442139
C0261983,Suicide and self-inflicted injury by cutting and piercing instrument,suicide and self-inflicted injury by cutting and piercing instrument,,,1.0
C0155296,Other disorders of optic disc, disorders of optic disc,HP:0012795,Abnormality of the optic disc,0.8841415047645569
C0231471,Abnormal posture,,HP:0002533,Abnormal posturing,1.0
C0494620,Embolism and thrombosis of arteries of upper extremities,embolism and thrombosis of arteries of upper extremities,,,1.0
C0339295,Exposure keratoconjunctivitis,exposure keratoconjunctivitis,HP:0000509,Conjunctivitis,0.647563099861145
C0494158,"Malignant neoplasm of kidney, except pelvis","malignant neoplasm of kidney, except pelvis",HP:0006762,Renal pelvic carcinoma,0.89150470495224
C0158768,Macrodactylia of toes,macrodactylia of toes,HP:0100747,Macrodactyly of toe,0.646859884262085
C0158767,Congenital deformity of knee joint,congenital deformity of knee joint,HP:0005191,Congenital knee dislocation,0.886397659778595
C0158763,Macrodactylia of fingers,macrodactylia of fingers,,,1.0
C0158761,Radioulnar Synostosis,,HP:0002974,Radioulnar synostosis,1.0
C0878692,Dementia in conditions classified elsewhere with behavioral disturbance,dementia in conditions classified elsewhere ,,,1.0
C0878691,Dementia in conditions classified elsewhere without behavioral disturbance,dementia in conditions classified elsewhere ,,,1.0
C0878696,bronchiectasis with acute exacerbation,bronchiectasis ,HP:0002110,Bronchiectasis,0.9934797286987305
C0878695,bronchiectasis without acute exacerbation,bronchiectasis ,HP:0002110,Bronchiectasis,0.9934797286987305
C0878694,Allergic rhinitis due to food,allergic rhinitis due to food,,,1.0
C0085096,Peripheral Vascular Diseases,peripheral vascular diseases,HP:0004950,Peripheral arterial disease,0.7455421686172485
C0158363,Nontraumatic rupture of muscle,nontraumatic rupture of muscle,,,1.0
C0085606,Urgency of micturition,,HP:0000012,Urinary urgency,1.0
C0271234,Impairment level: low vision of both eyes,impairment level: low vision of both eyes,,,1.0
C0271236,"Better eye: severe visual impairment, Lesser eye: severe visual impairment","better eye: severe visual impairment, lesser eye: severe visual impairment",,,1.0
C1455884,Elevated C-reactive protein (CRP),elevated c-reactive protein (crp),HP:0011227,Elevated C-reactive protein level,0.9997749924659729
C0158364,"Diastasis, Muscle","diastasis, muscle",,,1.0
C0158359,Laxity of ligament,,HP:0001380,Ligamentous laxity,1.0
C0494843,Ingestion dermatitis due to food,ingestion dermatitis due to food,,,1.0
C0155277,Orbital deformity associated with craniofacial deformity,orbital deformity associated ,HP:0000315,Abnormality of the orbital region,0.659286379814148
C0158355,"Calcification and ossification, unspecified","calcification and ossification, ",,,1.0
C0158353,"Myositis, Infectious","myositis, infectious",,,1.0
C0158352,"Muscle, ligament and fascia disorders",muscle abnormality,HP:0003011,Abnormality of the musculature,0.7414066195487976
C0035854,Rosacea,rosacea,,,1.0
C0158350,Tendon contracture,contracture,HP:0001371,Flexion contracture,0.9993095397949219
C0477996,Other congenital malformations of pulmonary valve, congenital malformations of pulmonary valve,HP:0001641,Abnormality of the pulmonary valve,0.9586424827575684
C0477992,Other specified congenital malformations of face and neck,phenotypic abnormality of face and neck,HP:0000464,Abnormality of the neck,0.9224559664726257
C0477999,Other specified congenital malformations of heart,phenotypic abnormality of heart,HP:0001627,Abnormal heart morphology,0.9956974983215332
C0034186,Pyelonephritis,,HP:0012330,Pyelonephritis,1.0
C2720437,Dislocation of elbow joint,,HP:0003042,Elbow dislocation,1.0
C0000768,Congenital Abnormality,congenital abnormality,,,1.0
C0080174,Spina Bifida Occulta,,HP:0003298,Spina bifida occulta,1.0
C0154270,Localized adiposity,localized adiposity,HP:0001513,Obesity,0.5544690489768982
C0154271,Hypercarotinemia,hypercarotinemia,,,1.0
C0015544,Failure to Thrive,failure to thrive,HP:0001508,Failure to thrive,0.9864734411239624
C0158978,Kernicterus of foetus or newborn not due to isoimmunisation,kernicterus of foetus or newborn not due to isoimmunisation,HP:0001790,Nonimmune hydrops fetalis,0.6517001986503601
C0155492,Middle Ear Cholesterol Granuloma,middle ear cholesterol granuloma,HP:0008609,Morphological abnormality of the middle ear,0.5279378294944763
C0155491,Diffuse cholesteatosis of middle ear and mastoid,diffuse cholesteatosis of middle ear and mastoid,,,1.0
C0155490,Middle Ear Cholesteatoma,middle ear cholesteatoma,HP:0008609,Morphological abnormality of the middle ear,0.7403912544250488
C0158975,Other neonatal jaundice due to delayed conjugation from other causes, neonatal jaundice due to delayed conjugation from  causes,,,1.0
C0155494,"Disorder of middle ear and mastoid, unspecified","disorder of middle ear and mastoid, ",,,1.0
C0159004,Transitory ileus of newborn,transitory ileus of newborn,HP:0004401,Meconium ileus,0.597478449344635
C0159006,Perinatal intestinal perforation,perinatal intestinal perforation,,,1.0
C0159007,Other specified perinatal digestive system disorders, specified perinatal digestive system disorders,,,1.0
C1719367,Other causes of myelitis, causes of myelitis,HP:0012486,Myelitis,0.9981300234794617
