cui,cui_name,curated_name,hpo,hpo_name
C0029797,Other specified fistulas involving female genital tract, specified fistulas involving female genital tract,,
C0029790,Other specified disorders of teeth and supporting structures, specified disorders of teeth and supporting structures,,
C0029791,Other specified disorders resulting from impaired renal function, specified disorders resulting from impaired renal function,,
C0029792,"Other specified drug dependence, unspecified"," specified drug dependence, ",,
C0029793,Other specified endocrine disorders, specified endocrine disorders,,
C0348815,Cystic fibrosis with pulmonary manifestations,cystic fibrosis ,,
C0392702,Abnormal involuntary movement,abnormal involuntary movement,,
C0080178,Spina Bifida,,HP:0002414,Spina bifida
C0031345,Pharyngeal Diseases,pharyngeal diseases,,
C0027832,Neurofibromatosis 2,neurofibromatosis 2,,
C0027831,Neurofibromatosis 1,neurofibromatosis 1,,
C1561791,"Fetal and newborn aspiration, unspecified","fetal and newborn aspiration, ",,
C0016205,"Flatulence, eructation, and gas pain","flatulence, eructation, and gas pain",,
C1691215,Penile hypospadias,,HP:0003244,Penile hypospadias
C0029134,Optic Neuritis,,HP:0100653,Optic neuritis
C0155397,Other chronic infective otitis externa, chronic infective otitis externa,,
C0155392,Acute infection of pinna,acute infection of pinna,,
C0155398,Cholesteatoma of external ear,cholesteatoma of external ear,,
C0155399,Other acute otitis externa, acute otitis externa,,
C0338591,"Amnesia, Transient Global",,HP:0010534,Transient global amnesia
C0155022,Better eye: total vision impairment; lesser eye: total vision impairment,better eye: total vision impairment; lesser eye: total vision impairment,,
C0155020,blindness or low vision (non-specific),blindness or low vision (non-specific),,
C0041952,Ureterolithiasis,ureterolithiasis,,
C0036974,Shock,shock,,
C1302752,Abrasion,abrasion,,
C0267390,Chronic ulcerative rectosigmoiditis,chronic ulcerative rectosigmoiditis,,
C0008373,Cholesteatoma,,HP:0009797,Cholesteatoma
C0008370,Cholestasis,,HP:0001396,Cholestasis
C0008374,Cholesteatoma of middle ear / mastoid,cholesteatoma of middle ear / mastoid,,
C0157729,Other abnormal granulation tissue, abnormal granulation tissue,,
C0157726,Corns and callus,corns and callus,,
C1260437,Other injuries to scalp, injuries to scalp,,
C0157723,Psoriasis and similar disorders,psoriasis and similar disorders,,
C0036396,Sciatica,,HP:0011868,Sciatica
C1260432,scrotal transposition,scrotal transposition,,
C0018784,Sensorineural Hearing Loss (disorder),,HP:0000407,Sensorineural hearing impairment
C0234398,Visual Cortex Disorder,visual cortex disorder,,
C0159942,Closed dislocation of wrist,closed dislocation of wrist,,
C0348626,Other specified cardiac arrhythmias, specified cardiac arrhythmias,,
C0042798,Low Vision,low vision,,
C0028077,Night Blindness,,HP:0000662,Nyctalopia
C0392494,Hypertrophy of tongue papillae,hypertrophy of tongue papillae,,
C0392492,Asymptomatic periapical periodontitis,asymptomatic periapical periodontitis,,
C0024904,Mastoiditis,,HP:0000265,Mastoiditis
C1260922,Abnormal breathing,abnormal breathing,,
C2349275,"Acute myeloid leukemia, without mention of having achieved remission","acute myeloid leukemia, ",,
C1955746,APLASTIC ANEMIAS NEC in ICD9CM,aplastic anemias,,
C1955741,Glucocorticoid deficiency,glucocorticoid deficiency,,
C0003862,Arthralgia,,HP:0002829,Arthralgia
C0160011,Closed traumatic dislocation of third cervical vertebra,closed traumatic dislocation of third cervical vertebra,,
C0160010,Closed traumatic dislocation of second cervical vertebra,closed traumatic dislocation of second cervical vertebra,,
C0003869,"Arthritis, Infectious",,HP:0003095,Septic arthritis
C0032708,Disorders of Porphyrin Metabolism,disorders of porphyrin metabolism,,
C0730032,Pleural empyema with no fistula,pleural empyema ,,
C0018926,Hematemesis,,HP:0002248,Hematemesis
C0018924,Hemarthrosis,,HP:0005261,Joint hemorrhage
C0158707,Other specified anomalies of bladder and urethra, specified anomalies of bladder and urethra,,
C0695236,Tracheostomy infection,tracheostomy infection,,
C0695237,Malfunction of tracheostomy,malfunction of tracheostomy,,
C0695234,Other Staphylococcus pneumonia, staphylococcus pneumonia,,
C0695238,Other tracheostomy complication, tracheostomy complication,,
C0695239,gastrostomy infection,gastrostomy infection,,
C0158709,Certain congenital musculoskeletal deformities,certain congenital musculoskeletal deformities,,
C1384587,Lymphoid hyperplasia of appendix,lymphoid hyperplasia of appendix,,
C0232854,Slowing of urinary stream,slowing of urinary stream,,
C0013261,Duane Retraction Syndrome,,HP:0009921,Duane anomaly
C0009592,Compression of brain,compression of brain,,
C0009595,Obsessive-Compulsive Personality,obsessive-compulsive personality,,
C1112781,Posterior subcapsular polar non-senile cataract,posterior subcapsular polar non-senile cataract,,
C0037619,Solitary cyst of breast,solitary cyst of breast,,
C0155257,Orbital periostitis,orbital periostitis,,
C0155256,Acute inflammation of orbit,acute inflammation of orbit,,
C0158370,Other soft tissue disorders, soft tissue disorders,,
C0155252,Other disorders of lacrimal system, disorders of lacrimal system,,
C0242429,Sore Throat,sore throat,,
C0085619,Orthopnea,,HP:0012764,Orthopnea
C0039104,Synovitis and tenosynovitis,synovitis and tenosynovitis,,
C0027339,Nail Diseases,nail diseases,,
C0266611,Accessory auricle of ear,,HP:0100687,Polyotia
C0694548,Cough variant asthma,cough variant asthma,,
C0006742,Gallbladder calculus without mention of cholecystitis and no obstruction,gallbladder calculus ,,
C0267567,Anorectal abscess,anorectal abscess,,
C0475713,Perinatal pulmonary hemorrhage,perinatal pulmonary hemorrhage,,
C0221757,alpha 1-Antitrypsin Deficiency,alpha 1-antitrypsin deficiency,,
C0702139,Congenital absence of external ear,,HP:0009892,Anotia
C0154703,Monoplegia of upper limb,monoplegia of upper limb,,
C0154706,Other specified paralytic syndromes, specified paralytic syndromes,,
C0154709,"Generalized convulsive epilepsy, without mention of intractable epilepsy","generalized convulsive epilepsy, ",,
C0154251,Lipid Metabolism Disorders,lipid metabolism disorders,,
C0158950,Other infections specific to the perinatal period, infections specific to the perinatal period,,
C0158957,Adrenal hemorrhage of fetus or newborn,adrenal hemorrhage of fetus or newborn,,
C0158956,Gastrointestinal hemorrhage of fetus or newborn,gastrointestinal hemorrhage of fetus or newborn,,
C0158959,Other specified hemorrhage of fetus or newborn, specified hemorrhage of fetus or newborn,,
C0149518,Acute gastritis,acute gastritis,,
C0149512,Acute sinusitis,,HP:0000255,Acute sinusitis
C0149517,Chronic tonsillitis,chronic tonsillitis,,
C0149516,Chronic sinusitis,,HP:0011109,Chronic sinusitis
C0149514,Acute bronchitis,,HP:0012388,Acute bronchitis
C0595979,"Colitis, enteritis and gastroenteritis presumed infectious","colitis, enteritis and gastroenteritis presumed infectious",,
C0159022,"Cerebral depression, coma, and other abnormal cerebral signs in fetus or newborn","cerebral depression, coma, and  abnormal cerebral signs in fetus or newborn",,
C0159020,Convulsions in the newborn,convulsions in the newborn,,
C0159021,Other and unspecified cerebral irritability in newborn, and  cerebral irritability in newborn,,
C0026265,Diseases of mitral valve,diseases of mitral valve,,
C0311394,Difficulty walking,,HP:0002355,Difficulty walking
C0235880,Mononeuritis,mononeuritis,,
C0021414,Influenza with respiratory manifestation other than pneumonia,influenza ,,
C0259797,Dog Bite,dog bite,,
C0259799,Punctate keratitis,punctate keratitis,,
C0239280,Epigastric abdominal tenderness,epigastric abdominal tenderness,,
C0158202,"Stiffness of joint, NEC, involving ankle and foot in MTHICD9_2014","stiffness of joint, nec, involving ankle and foot in mthicd9_2014",,
C0022680,Polycystic Kidney Diseases,,HP:0000113,Polycystic kidney dysplasia
C0043144,Wheezing,,HP:0030828,Wheezing
C0205929,Anal Fistula,,HP:0010447,Anal fistula
C0158579,"Other congenital anomalies of eyelids, lacrimal system, and orbit"," congenital anomalies of eyelids, lacrimal system, and orbit",,
C0158577,Specified congenital anomalies of lacrimal passages,specified congenital anomalies of lacrimal passages,,
C0158576,Specified congenital anomalies of lacrimal gland,specified congenital anomalies of lacrimal gland,,
C0158575,Other specified congenital anomalies of eyelid, specified congenital anomalies of eyelid,,
C0152966,Pneumococcal sepsis,pneumococcal sepsis,,
C0152967,Septicemia due to anaerobes,septicemia due to anaerobes,,
C0152964,Streptococcal sepsis,streptococcal sepsis,,
C0152965,Staphylococcal bacteraemia,staphylococcal bacteraemia,,
C0155175,Abscess of eyelid,abscess of eyelid,,
C0342712,Disorder of branched-chain amino acid metabolism,disorder of branched-chain amino acid metabolism,,
C0270942,Myasthenic crisis,myasthenic crisis,,
C1561868,Central sleep apnea in conditions classified elsewhere,central sleep apnea in conditions classified elsewhere,,
C1561866,Congenital central alveolar hypoventilation syndrome,congenital central alveolar hypoventilation syndrome,,
C1561867,Sleep related hypoventilation/hypoxemia in conditions classifiable elsewhere,sleep related hypoventilation/hypoxemia in conditions classifiable elsewhere,,
C1561861,Organic sleep apnea,organic sleep apnea,,
C0009451,Communicating Hydrocephalus,,HP:0001334,Communicating hydrocephalus
C0041785,Diffuse disease of connective tissue,diffuse disease of connective tissue,,
C0041784,"Unspecified deformity of forearm, excluding fingers"," deformity of forearm, excluding fingers",,
C0041782,Deficiency anemias,deficiency anemias,,
C0003477,Separation Anxiety Disorder,separation anxiety disorder,,
C0152213,Intermittent monocular exotropia,intermittent monocular exotropia,,
C0002871,Anemia,,HP:0001903,Anemia
C0002874,Aplastic Anemia,,HP:0001915,Aplastic anemia
C0037859,Spermatocele,,HP:0030424,Epididymal cyst
C1541919,Mural cardiac aneurysm (disorder),mural cardiac aneurysm (disorder),,
C0375364,Other colostomy and enterostomy complication, colostomy and enterostomy complication,,
C0153617,Malignant neoplasm of kidney and other and unspecified urinary organs,malignant neoplasm of kidney and  and  urinary organs,,
C0375360,Universal ulcerative (chronic) colitis,universal ulcerative (chronic) colitis,,
C0375363,Infection of colostomy or enterostomy,infection of colostomy or enterostomy,,
C0375362,Peritoneal adhesions (postoperative) (postinfection),peritoneal adhesions (postoperative) (postinfection),,
C0028790,Cerebral artery occlusion,cerebral artery occlusion,,
C0264133,Acquired flat foot,acquired flat foot,,
C0264132,Acquired musculoskeletal deformity,acquired musculoskeletal deformity,,
C0157280,"Cord around neck with compression, complicating labor and delivery, unspecified as to episode of care or not applicable",cord around neck ,,
C0157725,Other specified pruritic conditions, specified pruritic conditions,,
C0017572,Gingival Recession,,HP:0030816,Gingival recession
C0497406,Overweight,overweight,,
C1390180,"skin; hemorrhage, fetus or newborn","skin; hemorrhage, fetus or newborn",,
C0026850,Muscular Dystrophy,,HP:0003560,Muscular dystrophy
C0155509,Labyrinthine fistula,labyrinthine fistula,,
C0678189,"Hyperlipidemia, group A","hyperlipidemia, group a",,
C0399352,Developmental absence of tooth,,HP:0000674,Anodontia
C0270089,Birth injury to scalp,birth injury to scalp,,
C0040558,Toxoplasmosis,toxoplasmosis,,
C0868783,Meningitis due to viruses NEC in ICD9CM_2014,meningitis due to viruses,,
C0154393,"Manic disorder, single episode, severe degree, specified as with psychotic behavior","mania, , , specified as ",,
C0154392,"Bipolar I disorder, single manic episode, severe, without mention of psychotic behavior","bipolar disorder, single manic episode, severe, ",,
C0023316,Lens Subluxation,,HP:0001132,Lens subluxation
C0260709,Other urinary problems, urinary problems,,
C0265554,Ectrodactyly,,HP:0100257,Ectrodactyly
C0260703,machine dependence,machine dependence,,
C0260707,Other cardiorespiratory problems, cardiorespiratory problems,,
C0265553,Polysyndactyly,polysyndactyly,,
C0155624,Unspecified renovascular hypertension, renovascular hypertension,,
C0155626,Acute myocardial infarction,acute myocardial infarction,,
C0155622,Other benign secondary hypertension, benign secondary hypertension,,
C0477810,"Complication following abortion and ectopic and molar pregnancy, unspecified","complication following abortion and ectopic and molar pregnancy, ",,
C0478071,"Other congenital malformations of lower limb(s), including pelvic girdle"," congenital malformations of lower limb(s), including pelvic girdle",,
C0151699,Intracranial Hemorrhages,,HP:0002170,Intracranial hemorrhage
C0014065,Congenital cerebral hernia,,HP:0002084,Encephalocele
C0424605,Developmental delay (disorder),developmental delay (disorder),,
C0154930,Primary cyst of pars plana,primary cyst of pars plana,,
C0154937,Recession of chamber angle,recession of chamber angle,,
C0154935,Adhesions and disruptions of pupillary membranes,adhesions and disruptions of pupillary membranes,,
C0011168,Deglutition Disorders,,HP:0002015,Dysphagia
C0041970,Urethral fistula,,HP:0010480,Urethral fistula
C0041976,Urethritis,urethritis,,
C0277538,Other ill-defined conditions, ill-defined conditions,,
C0041974,Urethral Stricture,,HP:0012227,Urethral stricture
C0041207,"Truncus Arteriosus, Persistent","truncus arteriosus, persistent",,
C0546826,Dermatophytosis of the body,dermatophytosis of the body,,
C0158327,Synovitis and tenosynovitis in diseases classified elsewhere,synovitis and tenosynovitis in diseases classified elsewhere,,
C0154622,Other emotional disturbances of childhood or adolescence, emotional disturbances ,,
C0001339,Acute pancreatitis,,HP:0001735,Acute pancreatitis
C3161382,Other specified intellectual disabilities, specified intellectual disabilities,,
C0411063,Spine or spinal cord injury due to birth trauma,spine or spinal cord injury due to birth trauma,,
C0157918,Monarticular juvenile rheumatoid arthritis,monarticular juvenile rheumatoid arthritis,,
